Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
olx.ua,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
tune.pk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
9gag.tv,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
codecanyon.net,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
techcrunch.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
grantland.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
telegraf.com.ua,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
fortune.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
h2porn.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1,0
twitter.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
askubuntu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
elcomercio.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
interpark.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
jalopnik.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
bleacherreport.com,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
seesaawiki.jp,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
icicibank.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
sfglobe.com,0,0,1,4,0,0,0,0,1,1,1,1,1,0,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
nhs.uk,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
getpocket.com,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
gizmodo.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
arstechnica.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
wikiwiki.jp,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
9gag.tv,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
variety.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
uproxx.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,0
medium.com,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
arstechnica.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
katproxy.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
xvideo-jp.com,0,0,1,3,0,0,0,1,1,1,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
allegro.pl,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
searchengineland.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
alfalfalfa.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
atwiki.jp,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
pikabu.ru,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
interpark.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
web.de,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
medium.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
otomoto.pl,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
nhs.uk,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
xhamster.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,1,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
codepen.io,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
ringring.vn,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0
elitedaily.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,1,0
paytm.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
nymag.com,0,0,1,8,0,0,0,0,1,1,1,1,0,0,1,1,0
seekingalpha.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
hubpages.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
allegro.pl,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
himado.in,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
prezi.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
qz.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
fishki.net,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
qz.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
mirtesen.ru,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,0
askubuntu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
wpengine.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
rt.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
jezebel.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
putlocker.is,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
myspace.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
privatbank.ua,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
thenextweb.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
caixa.gov.br,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
genius.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
gawker.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
correios.com.br,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
alohatube.com,0,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
xvideo-jp.com,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,0
diply.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,1,0
extratorrent.cc,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
olx.ro,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
superuser.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
variety.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
ameblo.jp,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bigcinema.tv,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
buzzfil.net,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
buzzfil.net,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,0
pikabu.ru,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
jezebel.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
web.de,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
grantland.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ua,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
icicibank.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
torrentdn.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
myspace.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
1337x.to,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
deadspin.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
khabaronline.ir,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
gov.uk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
techcrunch.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1,0
katproxy.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
themeforest.net,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
slashdot.org,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
genius.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
medium.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
kotaku.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
arstechnica.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
olx.in,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
ap.org,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
fanpage.gr,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
depositphotos.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mashable.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ua,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,1,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
twitter.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
aljazeera.net,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,1,0
medium.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
censor.net.ua,0,0,1,14,0,0,0,0,1,0,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
thenextweb.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
plarium.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.in,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
codecanyon.net,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
allegro.pl,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
elcomercio.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
icicibank.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
variety.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
buzzfil.net,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,0
arstechnica.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
tune.pk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
myspace.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
aljazeera.net,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ua,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
pornsharing.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
9gag.tv,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
dantri.com.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
web.tv,0,0,1,8,0,0,0,0,1,0,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mashable.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
popupads.ir,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
udn.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
allegro.pl,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
perezhilton.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
allegro.pl,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
web.de,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
telegraf.com.ua,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
digg.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,1,0
plarium.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
web.de,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
dantri.com.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
jalopnik.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
aljazeera.net,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
fazenda.gov.br,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
kotaku.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
auto.ru,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
emgn.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
teespring.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.in,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
nypost.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,0
esporte.uol.com.br,0,0,1,8,0,0,0,0,1,1,1,1,0,0,1,0,0
auto.ru,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
thechive.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
getpocket.com,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0
olx.ro,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,1,0
medium.com,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
smallseotools.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
lmlenzitrasporti.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
l.wl.co,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
217.151.153.188,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1
meusacessocaixas.com,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
tx.vc,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
shop.prunescape.com.au,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
famiecomea.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
zi-3-gporange1.free.builderall.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
mollybabes.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
jyh7a.github.io,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
test.webclient4.de,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
microsoftonedlrlve.typeform.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
polkastarter.one,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
internet-tips059.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
logex.com.tr,0,0,1,2,0,0,1,0,1,0,1,1,0,0,1,0,1
toitedundefined.info,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
perso.menara.ma,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
focar.vn,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
xtw42.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
panelweb-4cae2.web.app,0,1,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
amoezn.jepan.design,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
taengball.co,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
wkdyujin.github.io,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
onedrive.live.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
services.runescape.com-ro.ru,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
exods.online,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
pathikareps.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
promeriicaenline.ultimatefreehost.in,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
xfinityconnect4you.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
gtaswansea.org,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
abdcenter.rhinosme-stagging.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
olx-pl.id-541232.site,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
sites.google.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
paws.org.au,0,0,1,9,0,0,0,0,1,1,1,1,0,0,1,0,1
idam-web-public.aat.platform.hmcts.net,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
missionshashank.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
zonasegurad2bndelperu.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mitrasinergisukses.com,0,1,1,2,0,0,1,0,1,0,1,1,0,0,1,0,1
mobile-portail.live,0,0,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
betasus20211.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
